,final,TF_UNIGRAM,IDF_UNIGRAM,TFIDF_UNIGRAM
647,besok young royals season tayang sistem lngsng full eps gitu yg tauu thanks,"[0.2, 0.2, 0.2, 0.2, 0.2]","[5.4238481295272205, 6.810142490647111, 3.8657035114806706, 5.6061696863211745, 2.8525089739669127]","[1.0847696259054442, 1.3620284981294224, 0.7731407022961342, 1.121233937264235, 0.5705017947933826]"
648,aja https tco ohtwfg,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[3.883403088580071, 2.2992829841302607, 2.2992829841302607]","[1.294467696193357, 0.7664276613767536, 0.7664276613767536]"
649,temenan akuu yuk unlabeled,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[5.829313237635384, 6.116995310087166, 5.51085950651685]","[1.943104412545128, 2.0389984366957217, 1.8369531688389498]"
650,lupa cowok cewek kpop sibuk true or false guyss,"[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[5.829313237635384, 5.6061696863211745, 5.962844630259907, 6.116995310087166, 5.51085950651685, 5.4238481295272205, 7.215607598755275]","[0.832759033947912, 0.8008813837601677, 0.8518349471799866, 0.8738564728695951, 0.7872656437881214, 0.7748354470753172, 1.0308010855364678]"
651,guys sender ngekos bandung udah abis anak kosan gin tuh boros ga,"[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]","[4.96431580014878, 4.650658241293739, 6.52246041819533, 2.7326050467413916, 4.245193133185574, 3.303584593327129, 3.4428466606606367, 4.541458949328746, 3.5780214390288894]","[0.5515906444609755, 0.5167398045881931, 0.7247178242439255, 0.3036227829712657, 0.4716881259095082, 0.36706495481412543, 0.3825385178511818, 0.5046065499254162, 0.39755793766987657]"
652,kadang suka mikir ga pantes temen gagal teman,"[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[2.7326050467413916, 5.51085950651685, 6.52246041819533, 6.810142490647111, 4.2978368666709965, 5.829313237635384, 4.1475546636216585]","[0.3903721495344845, 0.7872656437881214, 0.9317800597421899, 0.972877498663873, 0.6139766952387138, 0.832759033947912, 0.5925078090888083]"
653,tolong not sender terimakasiii https tco slld,"[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[2.2992829841302607, 6.52246041819533, 3.4428466606606367, 2.2992829841302607, 7.215607598755275, 4.412247217848741]","[0.3832138306883768, 1.0870767363658882, 0.5738077767767727, 0.3832138306883768, 1.2026012664592125, 0.7353745363081234]"
654,wkwkwkwk bulan centang biru https tco,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[5.4238481295272205, 2.2992829841302607, 2.2992829841302607]","[1.8079493765090735, 0.7664276613767536, 0.7664276613767536]"
655,gemes ngga sih kalo yg ngetik nggak singkat gin https tco cwabmfz,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[6.52246041819533, 4.245193133185574, 2.2992829841302607, 3.2547944291576973, 6.810142490647111, 4.730700948967275, 5.4238481295272205, 4.124565145396959, 2.2992829841302607, 2.8525089739669127]","[0.652246041819533, 0.4245193133185574, 0.2299282984130261, 0.32547944291576975, 0.6810142490647112, 0.4730700948967275, 0.5423848129527221, 0.4124565145396959, 0.2299282984130261, 0.2852508973966913]"
656,yg ig ga lgi eror kah,"[0.2, 0.2, 0.2, 0.2, 0.2]","[2.7326050467413916, 4.507557397653065, 5.6061696863211745, 6.52246041819533, 2.8525089739669127]","[0.5465210093482783, 0.9015114795306132, 1.121233937264235, 1.304492083639066, 0.5705017947933826]"
657,panik up story takut isi bikin nyesek wkwkwkw,"[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[4.817712325956904, 5.075541435259004, 6.29931686688112, 6.810142490647111, 4.474767574830074, 5.343805421853684]","[0.8029520543261507, 0.8459235725431673, 1.0498861444801866, 1.1350237484411851, 0.7457945958050123, 0.890634236975614]"
658,cw death cw itaewon td nyerita mamah berita ita mulud jd berita yg ga kalo mulud jgn mana tp wallahualam tuhan yg tahu,"[0.125, 0.125, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.125]","[7.215607598755275, 5.13616605707544, 2.7326050467413916, 5.343805421853684, 6.116995310087166, 3.2547944291576973, 7.215607598755275, 6.116995310087166, 7.215607598755275, 6.810142490647111, 4.1475546636216585, 7.215607598755275, 2.8525089739669127]","[0.9019509498444094, 0.64202075713443, 0.17078781542133697, 0.33398783886585526, 0.38231220688044787, 0.20342465182235608, 0.4509754749222047, 0.38231220688044787, 0.4509754749222047, 0.42563390566544446, 0.25922216647635365, 0.4509754749222047, 0.3565636217458641]"
659,yaallah sadar bibir gue gak simetris nyesel tidur miring mulu,"[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[3.689247074139114, 4.38239425469906, 7.215607598755275, 5.4238481295272205, 6.29931686688112, 4.730700948967275, 7.215607598755275]","[0.5270352963055877, 0.6260563220998656, 1.0308010855364678, 0.7748354470753172, 0.8999024095544457, 0.6758144212810393, 1.0308010855364678]"
660,bilang october,"[0.5, 0.5]","[5.4238481295272205, 6.52246041819533]","[2.7119240647636103, 3.261230209097665]"
661,ajarin bikin kkt,[1.0],[4.817712325956904],[4.817712325956904]
662,waktu baterai sisa persen jaga baterai health hp,"[0.25, 0.25, 0.25, 0.25]","[6.810142490647111, 5.13616605707544, 6.116995310087166, 5.4238481295272205]","[1.7025356226617778, 1.28404151426886, 1.5292488275217915, 1.3559620323818051]"
663,langsung speechless https tco,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[2.2992829841302607, 7.215607598755275, 2.2992829841302607]","[0.7664276613767536, 2.405202532918425, 0.7664276613767536]"
664,kalo silent treatment gapapa,"[0.5, 0.5]","[5.829313237635384, 3.2547944291576973]","[2.914656618817692, 1.6273972145788487]"
665,hapus data vsco login gmail foto ngga sih,"[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[6.29931686688112, 5.269697449699962, 5.829313237635384, 6.810142490647111, 4.730700948967275, 4.124565145396959]","[1.0498861444801866, 0.8782829082833269, 0.971552206272564, 1.1350237484411851, 0.7884501581612124, 0.6874275242328265]"
666,baca uname ig beliau gimana guys https tco httve,"[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[5.6061696863211745, 3.749871695955549, 3.303584593327129, 2.2992829841302607, 4.507557397653065, 2.2992829841302607]","[0.9343616143868624, 0.6249786159925914, 0.5505974322211882, 0.3832138306883768, 0.7512595662755108, 0.3832138306883768]"
667,negeri base twitter kaya indonesia ga sih gais,"[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[6.29931686688112, 2.7326050467413916, 4.650658241293739, 6.810142490647111, 4.817712325956904, 4.124565145396959, 5.962844630259907]","[0.8999024095544457, 0.3903721495344845, 0.6643797487562484, 0.972877498663873, 0.6882446179938434, 0.5892235921995655, 0.8518349471799866]"
668,gimana cape ngga ur doing well today,"[0.2, 0.2, 0.2, 0.2, 0.2]","[5.51085950651685, 3.749871695955549, 4.730700948967275, 6.116995310087166, 7.215607598755275]","[1.10217190130337, 0.7499743391911098, 0.946140189793455, 1.2233990620174333, 1.4431215197510552]"
669,wanna sometime wish never been born at all,"[0.25, 0.25, 0.25, 0.25]","[5.962844630259907, 6.116995310087166, 7.215607598755275, 6.810142490647111]","[1.4907111575649767, 1.5292488275217915, 1.8039018996888188, 1.7025356226617778]"
670,tau ga tulis baca hangulnya makasihhh banyakkk https tco,"[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[5.6061696863211745, 2.7326050467413916, 2.2992829841302607, 4.1475546636216585, 2.2992829841302607, 7.215607598755275]","[0.9343616143868624, 0.4554341744568986, 0.3832138306883768, 0.6912591106036097, 0.3832138306883768, 1.2026012664592125]"
671,spill wifi ken pasang wifi rumah cari referensi duli https tco,"[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222]","[5.711530201979001, 2.2992829841302607, 4.353406717825807, 6.810142490647111, 4.817712325956904, 5.51085950651685, 2.2992829841302607, 7.90875477931522]","[0.6346144668865557, 0.2554758871255845, 0.4837118575362008, 0.7566824989607901, 0.5353013695507671, 0.6123177229463166, 0.2554758871255845, 1.7575010620700489]"
672,lirik lagu gaes https tco bjtyz,"[0.2, 0.2, 0.2, 0.2, 0.2]","[6.810142490647111, 2.2992829841302607, 5.075541435259004, 6.810142490647111, 2.2992829841302607]","[1.3620284981294224, 0.4598565968260522, 1.015108287051801, 1.3620284981294224, 0.4598565968260522]"
673,guys mw bantuin ak ngisi angket gakk nnti ny ak taro rep mangkasie,"[0.25, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[5.4238481295272205, 6.29931686688112, 6.29931686688112, 3.303584593327129, 6.52246041819533, 5.962844630259907, 6.52246041819533]","[1.3559620323818051, 0.78741460836014, 0.78741460836014, 0.41294807416589113, 0.8153075522744162, 0.7453555787824884, 0.8153075522744162]"
674,yg ngirim mf nimbrung ngerep sayaaa,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[7.215607598755275, 6.810142490647111, 2.8525089739669127]","[2.405202532918425, 2.2700474968823703, 0.9508363246556375]"
675,bitt colab vas bentuk gemes banget woyy syg banget makan https tco rfwv,"[0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[3.81441021709312, 6.52246041819533, 2.2992829841302607, 4.96431580014878, 7.215607598755275, 2.2992829841302607]","[1.0898314905980342, 0.9317800597421899, 0.32846899773289434, 0.7091879714498257, 1.0308010855364678, 0.32846899773289434]"
676,mama bilang dik ga males ajar susah payah beasiswa sekolah anggap gabisa apa banggain mama wkwk kakak ku skrng anggur tp rumah jadiin raja cont,"[0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.1111111111111111, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555]","[5.6061696863211745, 6.29931686688112, 5.4238481295272205, 4.2978368666709965, 6.810142490647111, 2.7326050467413916, 5.343805421853684, 6.116995310087166, 4.96431580014878, 6.52246041819533, 6.52246041819533, 4.817712325956904, 5.200704578213011, 6.29931686688112, 5.962844630259907, 4.1475546636216585, 6.116995310087166]","[0.3114538714622875, 0.3499620481600622, 0.3013248960848456, 0.23876871481505535, 0.37834124948039505, 0.15181139148563286, 0.2968780789918713, 0.3398330727826203, 0.27579532223048775, 0.36235891212196275, 0.7247178242439255, 0.26765068477538356, 0.28892803212294504, 0.3499620481600622, 0.33126914612555036, 0.23041970353453656, 0.3398330727826203]"
677,aowkoakwowk adek ku manja bingung sampe skrng hahaha sumber duit kah,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[6.810142490647111, 4.730700948967275, 5.962844630259907, 5.6061696863211745, 4.96431580014878, 7.215607598755275, 4.650658241293739, 6.29931686688112]","[0.8512678113308889, 0.5913376186209094, 0.7453555787824884, 0.7007712107901468, 0.6205394750185975, 0.9019509498444094, 0.5813322801617173, 0.78741460836014]"
678,cowo ngeselin dunia alam semesta kelas gwehj puk pukin gwehj pas sakit kepala alias wowww ni cowo ksurupan jin yachhh,"[0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]","[6.52246041819533, 5.200704578213011, 6.810142490647111, 5.51085950651685, 6.810142490647111, 6.116995310087166, 4.1710851610318525, 4.96431580014878]","[0.7247178242439255, 1.1557121284917802, 0.7566824989607901, 0.6123177229463166, 0.7566824989607901, 0.6796661455652406, 0.4634539067813169, 0.5515906444609755]"
679,titip cw kpop yuk yuk tau ketemu km ayok komen dn sapa mutual https tco,"[0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666]","[5.13616605707544, 2.2992829841302607, 5.343805421853684, 5.829313237635384, 6.116995310087166, 6.116995310087166, 6.52246041819533, 4.1475546636216585, 2.2992829841302607, 4.773260563386071, 5.51085950651685]","[0.42801383808961996, 0.1916069153441884, 0.445317118487807, 0.485776103136282, 0.5097496091739304, 0.5097496091739304, 0.5435383681829441, 0.34562955530180484, 0.1916069153441884, 0.3977717136155059, 0.9184765844194749]"
680,guys saran joger sandal yaa,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[3.303584593327129, 4.03755376840733, 4.245193133185574]","[1.1011948644423764, 1.3458512561357765, 1.4150643777285246]"
681,gue screen record yt laptop pake windowsg pas udah selesai record ga suara guys,"[0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.18181818181818182, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091]","[2.7326050467413916, 4.38239425469906, 3.303584593327129, 5.829313237635384, 3.9769291465908947, 4.1710851610318525, 7.215607598755275, 7.215607598755275, 3.5780214390288894, 6.52246041819533]","[0.2484186406128538, 0.3983994776999145, 0.3003258721206481, 0.5299375670577622, 0.361539013326445, 0.3791895600938048, 1.3119286543191409, 0.6559643271595704, 0.3252746762753536, 0.5929509471086664]"
682,hmm curiga cwo spek hilmy https tco,"[0.2, 0.2, 0.2, 0.2, 0.2]","[6.810142490647111, 6.810142490647111, 7.215607598755275, 2.2992829841302607, 2.2992829841302607]","[1.3620284981294224, 1.3620284981294224, 1.4431215197510552, 0.4598565968260522, 0.4598565968260522]"
683,waktu cepat kecuali nunggu menit jam pas ngirim menfess,"[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[5.018383021419056, 7.215607598755275, 6.116995310087166, 6.810142490647111, 6.810142490647111, 4.1710851610318525, 5.4238481295272205]","[0.7169118602027222, 1.0308010855364678, 0.8738564728695951, 0.972877498663873, 0.972877498663873, 0.595869308718836, 0.7748354470753172]"
684,princess https tco tulgba,"[0.5, 0.5]","[2.2992829841302607, 2.2992829841302607]","[1.1496414920651303, 1.1496414920651303]"
685,guys maksud kemarin update takut https tco tlolbxazfg,"[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[3.303584593327129, 2.2992829841302607, 5.829313237635384, 4.474767574830074, 2.2992829841302607, 6.116995310087166]","[0.5505974322211882, 0.3832138306883768, 0.971552206272564, 0.7457945958050123, 0.3832138306883768, 1.0194992183478608]"
686,sedia bantu like tugas tikt dm yaa barter tugas jg gapapaaa thank you,"[0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.08333333333333333, 0.08333333333333333]","[4.864232341591798, 6.810142490647111, 4.864232341591798, 5.962844630259907, 5.51085950651685, 6.116995310087166, 5.6061696863211745, 7.215607598755275, 5.13616605707544, 4.245193133185574, 4.730700948967275]","[0.4053526951326498, 0.5675118742205926, 0.4053526951326498, 0.49690371918832554, 0.45923829220973744, 0.5097496091739304, 0.4671808071934312, 0.6013006332296063, 0.8560276761792399, 0.35376609443213114, 0.3942250790806062]"
687,unlabeled and rant ayo mutualan,"[0.2, 0.2, 0.2, 0.2, 0.2]","[5.075541435259004, 5.711530201979001, 5.343805421853684, 5.962844630259907, 6.116995310087166]","[1.015108287051801, 1.1423060403958003, 1.068761084370737, 1.1925689260519814, 1.2233990620174333]"
688,tahun puasa,"[0.5, 0.5]","[6.52246041819533, 4.91302250576123]","[3.261230209097665, 2.456511252880615]"
689,yangg udah update ios battery health turun bgt gaa update tp maju mundurrr,"[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222]","[3.7978809151419095, 6.29931686688112, 6.810142490647111, 6.810142490647111, 4.1475546636216585, 5.962844630259907, 3.5780214390288894, 6.116995310087166]","[0.42198676834910104, 0.6999240963201244, 0.7566824989607901, 0.7566824989607901, 0.4608394070690731, 0.6625382922511007, 0.39755793766987657, 1.3593322911304813]"
690,nggak sih random nge dm mutual fangirl sksd kenal nanyain kabar gitu risih nggak dapet dm gitu,"[0.07692307692307693, 0.15384615384615385, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693]","[5.711530201979001, 4.864232341591798, 3.8657035114806706, 7.215607598755275, 5.962844630259907, 6.52246041819533, 7.215607598755275, 5.4238481295272205, 5.829313237635384, 4.124565145396959]","[0.43934847707530783, 0.7483434371679689, 0.5947236171508724, 0.5550467383657904, 0.458680356173839, 0.5017277244765639, 0.5550467383657904, 0.8344381737734186, 0.4484087105873373, 0.31727424195361226]"
